Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.23.16.10,cmk-4483.nkmz.donetsk.ua,12.06.2020 9:44:10,DHCP,00e0187596e4,
172.23.16.11,cmk-2377.nkmz.donetsk.ua,12.06.2020 6:01:49,DHCP,RAS,
172.23.16.12,cmk-4237-a.nkmz.donetsk.ua,12.06.2020 6:54:25,DHCP,0013d4b39093,
172.23.16.13,cmk-1911.nkmz.donetsk.ua,12.06.2020 6:34:50,DHCP,00c026a15a09,
172.23.16.14,cmk-1939.nkmz.donetsk.ua,12.06.2020 6:35:17,DHCP,00002100823a,
172.23.16.15,otk-5933.nkmz.donetsk.ua,12.06.2020 9:02:10,DHCP,902b3407b695,
172.23.16.16,cmk-2543.,12.06.2020 6:36:35,DHCP,00e0187596da,
172.23.16.17,cmk-1809.,12.06.2020 6:55:45,DHCP,00c026a14e71,
172.23.16.18,cmk-2377.nkmz.donetsk.ua,12.06.2020 6:01:49,DHCP,RAS,
172.23.16.19,cmk-5971.nkmz.donetsk.ua,12.06.2020 7:20:28,DHCP,50e549af4ee2,
172.23.16.20,cmk-1651.nkmz.donetsk.ua,12.06.2020 11:13:15,DHCP,3085a9af858f,
172.23.16.21,ogmet-6719.nkmz.donetsk.ua,12.06.2020 8:50:02,DHCP,e0d55e7bdf12,
172.23.16.22,cmk-1478.,12.06.2020 6:16:09,DHCP,0013d31426c1,
172.23.16.23,cmk-2808.,12.06.2020 7:02:25,DHCP,00a0d21d1695,
172.23.16.24,cmk-1862.nkmz.donetsk.ua,12.06.2020 6:45:39,DHCP,00c026a15f2f,
172.23.16.25,cmk-4236.,12.06.2020 8:24:28,DHCP,0013d4b39083,
172.23.16.26,cmk-2285.,28.05.2020 6:49:52,DHCP,00e018270151,
172.23.16.27,CMK-3656.nkmz.donetsk.ua,12.06.2020 7:01:19,DHCP,000ea688e9be,
172.23.16.28,cmk-2016.,12.06.2020 12:57:01,DHCP,00e01826c8ad,
172.23.16.29,cmk-5013.nkmz.donetsk.ua,12.06.2020 7:03:27,DHCP,0018370851dd,
172.23.16.30,cmk-5014.nkmz.donetsk.ua,12.06.2020 6:50:01,DHCP,001d60f8b689,
172.23.16.31,cmk-5016.,12.06.2020 6:23:37,DHCP,001e8c46b4f0,
172.23.16.32,cmk-1477.,11.06.2020 7:12:58,DHCP,00a0d21d93b5,
172.23.16.33,cmk-1440.,12.06.2020 9:49:08,DHCP,000c6e06faf3,
172.23.16.34,cmk-5869.nkmz.donetsk.ua,12.06.2020 11:10:28,DHCP,902b3407c654,
172.23.16.35,cmk-1902.nkmz.donetsk.ua,12.06.2020 6:35:52,DHCP,00c026a14d88,
172.23.16.36,cmk-2377.,12.06.2020 6:01:21,DHCP,00022ae19a3f,
172.23.16.37,csh-5947.nkmz.donetsk.ua,12.06.2020 6:34:09,DHCP,902b3407bbc2,
172.23.16.38,cmk-5872.nkmz.donetsk.ua,12.06.2020 10:04:54,DHCP,902b34088b5b,
