Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.21.0.20,OGS-3294.nkmz.donetsk.ua,12.06.2020 6:55:01,DHCP,0002b3c88bd9,
172.21.0.21,ogs-5311.nkmz.donetsk.ua,12.06.2020 6:45:10,DHCP,RAS,
172.21.0.22,OGS-4414-A.nkmz.donetsk.ua,12.06.2020 7:59:55,DHCP,001731182e4e,
172.21.0.23,ogs-5317.nkmz.donetsk.ua,12.06.2020 7:57:52,DHCP,1c6f65ad7e9d,
172.21.0.24,ogs-6728.nkmz.donetsk.ua,12.06.2020 11:01:53,DHCP,e0d55e7b5f98,
172.21.0.25,ogs-4942.,12.06.2020 7:16:30,DHCP,0030843a3f5d,
172.21.0.29,OGS-2167.nkmz.donetsk.ua,Reservation (active),DHCP,0013d471a5e2,
172.21.0.32,ins,Reservation (inactive),None,087658544753,
172.21.0.36,ogs-3780.nkmz.donetsk.ua,12.06.2020 6:48:15,DHCP,00c026a47ccd,
172.21.0.40,ogs-6136.nkmz.donetsk.ua,12.06.2020 7:01:50,DHCP,408d5c629c75,
172.21.0.42,nkmz-5615.nkmz.donetsk.ua,12.06.2020 12:34:57,DHCP,50e549260bb9,
172.21.0.44,ogs-6134.nkmz.donetsk.ua,12.06.2020 6:57:40,DHCP,408d5c62a04a,
172.21.0.46,ogs-6725.nkmz.donetsk.ua,12.06.2020 8:12:24,DHCP,e0d55e7be33e,
172.21.0.47,ogs-4435.,12.06.2020 6:37:23,DHCP,0015f24fcbd7,
172.21.0.48,ogs-5631.nkmz.donetsk.ua,12.06.2020 6:58:50,DHCP,50e549bd789a,
172.21.0.49,ogs-3782.nkmz.donetsk.ua,12.06.2020 7:01:38,DHCP,000ea6947c32,
172.21.0.50,CPCSP-PROG1.nkmz.donetsk.ua,Reservation (active),DHCP,0800066ca283,Programmator
172.21.0.51,ogs-6726.nkmz.donetsk.ua,12.06.2020 7:50:03,DHCP,e0d55e7be346,
172.21.0.52,ogs-3779.nkmz.donetsk.ua,12.06.2020 7:03:50,DHCP,000ea697f32a,
172.21.0.55,ogs-6723.nkmz.donetsk.ua,12.06.2020 8:23:33,DHCP,e0d55e7b5f70,
172.21.0.56,ogs-6040.nkmz.donetsk.ua,12.06.2020 7:39:23,DHCP,902b3407b6bc,
172.21.0.57,pdo-4218.nkmz.donetsk.ua,11.06.2020 7:31:41,DHCP,0013d43c4050,
172.21.0.58,ogs-2711.nkmz.donetsk.ua,12.06.2020 7:40:01,DHCP,0002b3b58ba4,
172.21.0.60,ogs-1731.nkmz.donetsk.ua,Reservation (active),DHCP,00c0262d049f,
172.21.0.61,ogksp-1840.nkmz.donetsk.ua,Reservation (active),DHCP,00c026a1340d,
172.21.0.62,ogs-4117.,12.06.2020 7:10:50,DHCP,0011d8e6ae48,
172.21.0.63,ogs-5307.nkmz.donetsk.ua,12.06.2020 6:58:53,DHCP,1c6f65ad7b33,
172.21.0.64,ogs-6038.nkmz.donetsk.ua,12.06.2020 7:58:54,DHCP,902b3409c908,
172.21.0.65,OGS-2162.nkmz.donetsk.ua,12.06.2020 6:23:02,DHCP,00e01827058c,
172.21.0.67,BTN-5973.nkmz.donetsk.ua,12.06.2020 6:54:47,DHCP,902b3407c718,
172.21.0.68,OGS-2619.nkmz.donetsk.ua,12.06.2020 7:58:07,DHCP,0002b3b58e1e,
172.21.0.69,BTN-4126.nkmz.donetsk.ua,12.06.2020 7:33:14,DHCP,000ea6573778,
172.21.0.70,OGS-2618.nkmz.donetsk.ua,15.05.2020 11:06:48,DHCP,0002b3b58b98,
172.21.0.71,ogs-6724.nkmz.donetsk.ua,12.06.2020 7:44:54,DHCP,e0d55e79ba66,
172.21.0.74,OGS-4118.nkmz.donetsk.ua,12.06.2020 8:38:40,DHCP,001fc6b73cb7,
172.21.0.76,pdopmo-3158.,11.06.2020 7:50:14,DHCP,000c6e06f652,
172.21.0.77,ogs-5319.nkmz.donetsk.ua,12.06.2020 6:45:08,DHCP,1c6f65ad7b1a,
172.21.0.78,OGS-4436.nkmz.donetsk.ua,12.06.2020 7:06:43,DHCP,003067d4d26d,
172.21.0.79,OGS-5824.nkmz.donetsk.ua,12.06.2020 7:43:17,DHCP,902b349d698e,
172.21.0.81,OGS-6735.nkmz.donetsk.ua,12.06.2020 6:58:24,DHCP,e0d55e7c4d46,
172.21.0.82,ogs-6250.nkmz.donetsk.ua,12.06.2020 7:59:06,DHCP,408d5cab0243,
172.21.0.83,OGS-6733.nkmz.donetsk.ua,12.06.2020 11:13:25,DHCP,e0d55e7b6014,
172.21.0.84,ogs-5313.nkmz.donetsk.ua,12.06.2020 7:34:28,DHCP,1c6f65ad7b2b,
172.21.0.88,ogs-6253.nkmz.donetsk.ua,12.06.2020 8:03:01,DHCP,408d5cad7c9e,
172.21.0.89,ogs-4434.nkmz.donetsk.ua,12.06.2020 6:48:15,DHCP,0015f24fcc78,
172.21.0.92,ogs-4477.,12.06.2020 6:49:19,DHCP,00173151d056,
172.21.0.93,ogs-6737.nkmz.donetsk.ua,12.06.2020 8:13:01,DHCP,e0d55e7be0bf,
172.21.0.94,OGS-6727.nkmz.donetsk.ua,12.06.2020 7:50:10,DHCP,e0d55e79ba61,
172.21.0.97,OGS-3783.,12.06.2020 8:11:16,DHCP,000ea6947c81,
172.21.0.99,KPC-5238.avtomatica.nkmz.donetsk.ua,01.05.2020 7:49:16,DHCP,1c6f65ad7d05,
172.21.0.101,KPCSP-5780.avtomatica.nkmz.donetsk.ua,30.04.2020 9:55:05,DHCP,902b349d5a5e,
172.21.0.102,ogs-4115.nkmz.donetsk.ua,12.06.2020 7:55:01,DHCP,00c026a1c301,
172.21.0.105,OGS-6729.nkmz.donetsk.ua,12.06.2020 12:14:26,DHCP,e0d55e79ba52,
172.21.0.106,ogs-5320.nkmz.donetsk.ua,12.06.2020 6:49:17,DHCP,1c6f65ad8142,
172.21.0.107,ogs-5822.nkmz.donetsk.ua,18.05.2020 7:23:28,DHCP,902b34a019e1,
172.21.0.108,ogs-6254.nkmz.donetsk.ua,12.06.2020 8:11:11,DHCP,408d5cad7ca0,
172.21.0.109,ogs-5821.nkmz.donetsk.ua,12.06.2020 6:42:33,DHCP,902b349d5afb,
172.21.0.110,ogs-5819.nkmz.donetsk.ua,12.06.2020 6:41:20,DHCP,902b349d63a2,
172.21.0.111,OGS-4116.nkmz.donetsk.ua,12.06.2020 7:49:38,DHCP,0011d8e6ae39,
172.21.0.115,OGS-6730.nkmz.donetsk.ua,12.06.2020 8:24:29,DHCP,e0d55e7b61d5,
172.21.0.116,KPCSP-5240.avtomatica.nkmz.donetsk.ua,01.05.2020 7:52:10,DHCP,1c6f65ad7ea7,
172.21.0.117,CanonBB6D6A.nkmz.donetsk.ua,12.06.2020 7:03:51,DHCP,f48139bb6d6a,
172.21.0.119,ogs-3293.,12.06.2020 6:48:44,DHCP,0002b3c88c3e,
172.21.0.121,KPCSP-5235M.avtomatica.nkmz.donetsk.ua,30.04.2020 16:29:10,DHCP,1c6f65ad7b8d,
172.21.0.122,OGS-6249.nkmz.donetskua,12.06.2020 7:54:19,DHCP,1c1b0d258495,
172.21.0.124,ogs-6255.nkmz.donetsk.ua,12.06.2020 7:02:57,DHCP,1c1b0d258891,
172.21.0.126,ogs-4131.nkmz.donetsk.ua,12.06.2020 6:45:29,DHCP,0011d8b56283,
172.21.0.127,ogs-6248.nkmz.donetsk.ua,12.06.2020 7:46:09,DHCP,1c1b0d2587e8,
172.21.0.128,ogs-5823.nkmz.donetsk.ua,12.06.2020 6:49:22,DHCP,902b349d5a5c,
172.21.0.134,ogs-4941.nkmz.donetsk.ua,12.06.2020 7:04:47,DHCP,001bfc37d555,
172.21.0.139,ogs-1780.nkmz.donetsk.ua,12.06.2020 7:58:22,DHCP,000e0c7470d3,
172.21.0.141,ogs-3781.nkmz.donetsk.ua,12.06.2020 6:45:11,DHCP,000ea697f19e,
172.21.0.151,OGKSP-3582.nkmz.donetsk.ua,Reservation (active),DHCP,00a0d21da338,
172.21.0.156,ogs-2097.,22.05.2020 6:48:19,DHCP,000c6efcdf92,
172.21.0.161,ogs-5820.nkmz.donetsk.ua,12.06.2020 7:50:16,DHCP,902b349d65f7,
172.21.0.168,OGKSP-2293.nkmz.donetsk.ua,Reservation (active),DHCP,00e01826d129,
172.21.0.169,ogksp-1004.nkmz.donetsk.ua,Reservation (active),DHCP,00308427f9dd,
172.21.0.172,ogs-3786.nkmz.donetsk.ua,12.06.2020 8:00:00,DHCP,000ea697f169,
172.21.0.176,ogs-4939.,12.06.2020 7:00:34,DHCP,001bfcae33c6,
172.21.0.199,ogs-2097.nkmz.donetsk.ua,Reservation (active),DHCP,008048de7017,
172.21.0.200,ogs-2174.nkmz.donetsk.ua,Reservation (inactive),None,00e01826ce96,
172.21.0.203,ogs-4433.,29.05.2020 8:08:50,DHCP,0015f24fcb52,
172.21.0.209,ogs-4134.nkmz.donetsk.ua,12.06.2020 6:39:15,DHCP,0011d8b5bd6a,
172.21.0.210,ogs-3288.,12.06.2020 7:36:53,DHCP,0002b3c88f53,
172.21.0.214,KPCSP-5236.avtomatica.nkmz.donetsk.ua,30.04.2020 15:46:25,DHCP,1c6f65ad7ce9,
172.21.0.221,CanonDBEDC1.nkmz.donetsk.ua,12.06.2020 6:34:39,DHCP,001e8fdbedc1,
172.21.0.236,ogs-5310.nkmz.donetsk.ua,12.06.2020 7:44:32,DHCP,1c6f65ad733c,
172.21.0.248,OGS-5315.nkmz.donetsk.ua,12.06.2020 7:10:47,DHCP,1c6f65ad7b37,
172.21.0.249,BTPP-4420-A.nkmz.donetsk.ua,Reservation (active),DHCP,0013d405b01e,
172.21.0.254,ogs-5311.nkmz.donetsk.ua,12.06.2020 6:45:04,DHCP,1c6f65ad7b70,
172.21.1.7,ogs-5314.nkmz.donetsk.ua,12.06.2020 7:04:16,DHCP,1c6f65ad7b7c,
172.21.1.8,ogs-5308.nkmz.donetsk.ua,12.06.2020 8:01:16,DHCP,1c6f65ad7b72,
172.21.1.10,ogs-5312.nkmz.donetsk.ua,12.06.2020 7:46:40,DHCP,1c6f65ad7621,
172.21.1.13,ogs-5316.nkmz.donetsk.ua,12.06.2020 7:54:03,DHCP,1c6f65ad8086,
172.21.1.14,ogs-5318.nkmz.donetsk.ua,12.06.2020 7:54:52,DHCP,1c6f65ad7b80,
