Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.26.6.2,odir-5256.nkmz.donetsk.ua,09.06.2020 6:40:26,DHCP,1c6f65ad7b97,
172.26.6.3,odir-4097.nkmz.donetsk.ua,18.05.2020 8:13:05,DHCP,00a0d21477c2,
172.26.6.4,odir-4975.,25.05.2020 8:28:01,DHCP,001bfcae3645,
172.26.6.5,odir-3474.nkmz.donetsk.ua,06.05.2020 11:05:32,DHCP,0002b34c1a56,
172.26.6.7,odir-3813.nkmz.donetsk.ua,03.06.2020 10:11:06,DHCP,00112f04cea4,
172.26.6.8,odir-4974.nkmz.donetsk.ua,09.06.2020 7:41:06,DHCP,001bfcae365e,
172.26.6.9,odir-3838.nkmz.donetsk.ua,09.06.2020 7:26:54,DHCP,000e0c763492,
172.26.6.10,odir-2556.,09.06.2020 7:16:21,DHCP,00a0c90a9dd5,
172.26.6.11,odir-5126.nkmz.donetsk.ua,09.06.2020 8:03:09,DHCP,000021007fed,
172.26.6.12,odir-2635.nkmz.donetsk.ua,09.06.2020 7:33:31,DHCP,00c026a15b7c,
172.26.6.13,ODIR-3455.nkmz.donetsk.ua,09.06.2020 7:03:18,DHCP,5cd998f81da0,
172.26.6.14,odir-7423.,09.06.2020 12:59:31,DHCP,000c6eb41a27,
172.26.6.15,nlv-a.nkmz.donetsk.ua,09.06.2020 6:46:23,DHCP,1c6f65ad7b38,
172.26.6.16,ODIR-5128.nkmz.donetsk.ua,09.06.2020 6:43:20,DHCP,1c6f65bec91e,
172.26.6.17,odir-3428.nkmz.donetsk.ua,09.06.2020 6:44:17,DHCP,0002b34c9f2f,
172.26.6.18,odir-6106.nkmz.donetsk.ua,09.06.2020 7:11:02,DHCP,408d5c629ba4,
172.26.6.19,9CM5VTYVOJ3.,09.06.2020 7:09:11,DHCP,0019b9028052,
172.26.6.20,odir-3841.nkmz.donetsk.ua,09.06.2020 7:13:37,DHCP,5cd998f81db3,
172.26.6.22,odir-4978.,09.06.2020 10:09:01,DHCP,00c026a156ac,
172.26.6.23,odir-3814.nkmz.donetsk.ua,09.06.2020 6:57:34,DHCP,00112f04ce86,
172.26.6.24,odir-5259.nkmz.donetsk.ua,05.06.2020 16:51:43,DHCP,1c6f65ad7a98,
172.26.6.25,odir-4977.nkmz.donetsk.ua,09.06.2020 6:37:13,DHCP,001bfcae330f,
172.26.6.26,nkmz-5829.nkmz.donetsk.ua,09.06.2020 6:52:39,DHCP,902b349d6979,
172.26.6.27,odir-3429.,09.06.2020 6:49:32,DHCP,00804812bf23,
172.26.6.28,odir-5828.nkmz.donetsk.ua,09.06.2020 7:19:28,DHCP,902b349d6237,
172.26.6.29,odir-2554.nkmz.donetsk.ua,09.06.2020 6:43:12,DHCP,000e0c762f39,
172.26.6.30,odir-3390.nkmz.donetsk.ua,09.06.2020 9:12:10,DHCP,00502282f218,
172.26.6.31,odir-3436.,09.06.2020 8:28:12,DHCP,c860005583f5,
172.26.6.33,ODIR-3450.nkmz.donetsk.ua,09.06.2020 7:32:53,DHCP,0050fc6eadb6,
172.26.6.34,odir-3812.nkmz.donetsk.ua,09.06.2020 6:54:59,DHCP,00112f04ce8c,
172.26.6.35,odir-4098.nkmz.donetsk.ua,09.06.2020 8:02:26,DHCP,0011d8e6bcea,
172.26.6.36,odir-4976.,08.06.2020 15:25:55,DHCP,001bfcae380a,
172.26.6.37,qqqqqq.nkmz.donetsk.ua,Reservation (active),DHCP,00c0ee262726,
172.26.6.38,odir-3775.,09.06.2020 7:56:54,DHCP,00c026a16095,
172.26.6.39,odir-4979.nkmz.donetsk.ua,09.06.2020 6:03:39,DHCP,001bfcae32c4,
172.26.6.40,odir-3431.,18.05.2020 8:10:26,DHCP,0002b3b58f88,
