Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.26.11.10,iPhoneSaparenko.nkmz.donetsk.ua,11.06.2020 10:39:35,DHCP,6030d41656c7,
172.26.11.11,nkmz-5976.gb.nkmz.donetsk.ua,12.06.2020 7:54:58,DHCP,902b3408a872,
172.26.11.12,rk-5222.gb.nkmz.donetsk.ua,12.06.2020 7:49:19,DHCP,1c6f657718fd,
172.26.11.13,rk-5221.gb.nkmz.donetsk.ua,12.06.2020 8:49:25,DHCP,1c6f65771dcb,
172.26.11.14,nkmz-4273.nkmz.donetsk.ua,12.06.2020 7:54:06,DHCP,0013d4fb51db,
172.26.11.15,rk-4981.nkmz.donetsk.ua,12.06.2020 7:49:31,DHCP,001fc6b73b80,
172.26.11.16,rk-3853.gb.nkmz.donetsk.ua,12.06.2020 7:49:40,DHCP,00112fadf2eb,
172.26.11.17,zavupr-4506.nkmz.donetsk.ua,12.06.2020 11:48:51,DHCP,0011d8320887,
172.26.11.18,nkmz-90.nkmz.donetsk.ua,12.06.2020 10:00:28,DHCP,f8cab851984a,
172.26.11.19,android-e82e6539072660e9.nkmz.donetsk.ua,01.06.2020 15:50:31,DHCP,f4428f08be62,
172.26.11.20,iPhone-Tatyana.nkmz.donetsk.ua,01.06.2020 7:37:49,DHCP,c09ad09db45c,
172.26.11.22,Galaxy-J5-2016.nkmz.donetsk.ua,12.06.2020 9:10:23,DHCP,0087010a6a02,
172.26.11.23,,04.05.2020 13:00:50,DHCP,a445191a4371,
