Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
192.168.83.50,nkmz-3540.nkmz.donetsk.ua,23.05.2020 9:04:05,DHCP,00e018068123,
192.168.83.51,Mh7-3925.,10.06.2020 18:18:23,DHCP,00112fadbdf0,
192.168.83.52,scoi1-6286.nkmz.donetsk.ua,12.06.2020 6:39:35,DHCP,1c1b0db8359c,
192.168.83.54,mh7-2675.nkmz.donetsk.ua,12.06.2020 8:14:33,DHCP,0002b3b5906f,
192.168.83.55,mh7-2134.nkmz.donetsk.ua,12.06.2020 7:28:55,DHCP,00e01826c8a1,
192.168.83.56,mh7-4536.nkmz.donetsk.ua,12.06.2020 7:32:49,DHCP,00155848e0f7,
192.168.83.57,MH7-4109.nkmz.donetsk.ua,12.06.2020 8:43:36,DHCP,00112f6b7c92,
192.168.83.58,mh7-6476.nkmz.donetsk.ua,11.06.2020 6:58:39,DHCP,e0d55e0c8e52,
192.168.83.59,mh7-4535.nkmz.donetsk.ua,11.06.2020 10:31:49,DHCP,e0cb4eb62e37,
192.168.83.60,mh7-2047.nkmz.donetsk.ua,12.06.2020 6:47:38,DHCP,008048de6aa4,
192.168.83.61,mh7-2568.nkmz.donetsk.ua,12.06.2020 6:55:05,DHCP,00e01872c00a,
192.168.83.62,mh7-6477.nkmz.donetsk.ua,12.06.2020 6:50:45,DHCP,e0d55e0c98a3,
192.168.83.63,NKMZ-3654.,12.06.2020 7:33:50,DHCP,000ea688e963,
192.168.83.64,mh7-2531.,12.06.2020 8:05:08,DHCP,00e0187596cb,
192.168.83.65,mh7-2755.nkmz.donetsk.ua,11.06.2020 7:12:35,DHCP,00e0189955de,
192.168.83.66,mh7-3440.nkmz.donetsk.ua,12.06.2020 7:27:42,DHCP,00e08125c9cb,
192.168.83.67,mh7-6247.nkmz.donetsk.ua,12.06.2020 7:39:05,DHCP,408d5cad7c88,
192.168.83.68,mh7-3875-a.,12.06.2020 6:55:44,DHCP,00112fadcf2f,
192.168.83.69,mh7-3150.nkmz.donetsk.ua,12.06.2020 7:42:45,DHCP,000c6e06fa09,
192.168.83.70,mh7-3695.nkmz.donetsk.ua,12.06.2020 7:15:13,DHCP,000ea651eaf5,
192.168.83.71,mh7-3392.nkmz.donetsk.ua,12.06.2020 7:11:00,DHCP,0002b3c88e0f,
192.168.83.72,scoi1-2654.nkmz.donetsk.ua,12.06.2020 6:43:50,DHCP,0002b3c88cc4,
192.168.83.73,scoi1-3703.nkmz.donetsk.ua,12.06.2020 6:54:09,DHCP,000ea64f9428,
192.168.83.74,Mh7-4177.,12.06.2020 7:27:54,DHCP,000ea650f4c6,
192.168.83.75,scoi1-1906.nkmz.donetsk.ua,12.06.2020 6:54:48,DHCP,00a0d21d9318,
192.168.83.76,scoi1-1894.nkmz.donetsk.ua,12.06.2020 8:30:43,DHCP,00c026a1280c,
192.168.83.77,scoi1-3597.nkmz.donetsk.ua,12.06.2020 6:36:25,DHCP,000ea650f4ca,
192.168.83.78,scoi1-3531.nkmz.donetsk.ua,12.06.2020 6:59:45,DHCP,008048b5162b,
192.168.83.80,scoi1-1907.,12.06.2020 8:07:46,DHCP,00804812ab90,
192.168.83.81,scoi1-2758.nkmz.donetsk.ua,12.06.2020 6:50:38,DHCP,00e018994702,
192.168.83.82,mh7-2604.nkmz.donetsk.ua,05.06.2020 7:55:02,DHCP,0002b3b5913c,
192.168.83.83,mh7-5136.nkmz.donetsk.ua,12.06.2020 7:00:07,DHCP,00e04c17f33b,
192.168.83.84,mh7-6795.,12.06.2020 7:12:10,DHCP,00e04c514d00,
