Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.24.113.10,ATC-2670.,12.06.2020 6:54:58,DHCP,0002b3b59088,
172.24.113.11,ATC-5952.nkmz.donetsk.ua,12.06.2020 7:06:58,DHCP,902b3409bfec,
172.24.113.12,nkmz-6160.nkmz.donetsk.ua,29.05.2020 19:32:33,DHCP,408d5c6294f7,
172.24.113.13,nkmz-6530.nkmz.donetsk.ua,12.06.2020 8:25:37,DHCP,e0d55eb8484f,
172.24.113.14,atc-5951.nkmz.donetsk.ua,12.06.2020 7:01:31,DHCP,902b3407bbb8,
172.24.113.15,nkmz-6529.nkmz.donetsk.ua,12.06.2020 7:05:15,DHCP,e0d55eb509e7,
172.24.113.16,NKMZ-2509.nkmz.donetsk.ua,12.06.2020 8:32:02,DHCP,00e018994149,
172.24.113.17,atc-2181.nkmz.donetsk.ua,12.06.2020 6:57:11,DHCP,00e0182705ed,
172.24.113.18,atc-4402.nkmz.donetsk.ua,12.06.2020 10:18:02,DHCP,000021036d2b,
172.24.113.20,atc-689.nkmz.donetsk.ua,12.06.2020 8:30:09,DHCP,00c026a47591,
172.24.113.21,ATC-5037.nkmz.donetsk.ua,12.06.2020 7:03:18,DHCP,001d608ff733,
172.24.113.23,atc-2833.nkmz.donetsk.ua,12.06.2020 6:13:00,DHCP,5cd998f81ee4,
172.24.113.25,atc-2124.,12.06.2020 6:22:54,DHCP,00e018272a20,
172.24.113.26,ATC-5576.nkmz.donetsk.ua,12.06.2020 6:44:41,DHCP,1c6f65c12eea,
172.24.113.27,nkmz-6426.nkmz.donetsk.ua,12.06.2020 7:18:22,DHCP,e0d55e0c9cef,
172.24.113.28,atc-2727.nkmz.donetsk.ua,10.05.2020 6:12:41,DHCP,00e018911107,
172.24.113.29,ATC-2482.,12.06.2020 6:49:02,DHCP,00e018636722,
172.24.113.31,nkmz-6300.nkmz.donetsk.ua,12.06.2020 9:31:50,DHCP,1c1b0db8321e,
172.24.113.32,nkmz-6299.nkmz.donetsk.ua,12.06.2020 6:54:11,DHCP,1c1b0db83a26,
