Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.21.8.10,red-3894.nkmz.donetsk.ua,12.06.2020 6:18:36,DHCP,00112fadd242,
172.21.8.11,nkmz-5188.nkmz.donetsk.ua,12.06.2020 6:14:04,DHCP,1c6f65771c2d,
172.21.8.12,red_2690.,11.06.2020 7:06:44,DHCP,0002b3b590f2,
172.21.8.13,stanok,Reservation (inactive),None,0000000000000000,
172.21.8.14,M52324-PCU.,12.06.2020 7:17:39,DHCP,001b1b41d9cc,
172.21.8.15,red-2805.,07.06.2020 14:32:03,DHCP,00e0189941a7,
172.21.8.16,red-4194.nkmz.donetsk.ua,12.06.2020 6:29:20,DHCP,00112fe55e64,
172.21.8.17,red-2116.nkmz.donetsk.ua,12.06.2020 6:23:54,DHCP,00e0180a0ce1,
172.21.8.18,RED-2561.nkmz.donetsk.ua,12.06.2020 12:40:36,DHCP,00e0187596f0,
172.21.8.19,RED-3206.,08.06.2020 7:37:59,DHCP,000c6e06f4c7,
172.21.8.20,800G_1020801.,22.05.2020 17:10:39,DHCP,00e0e42c276c,
172.21.8.21,nkmz-5620.nkmz.donetsk.ua,12.06.2020 6:12:57,DHCP,50e54987efde,
172.21.8.22,red-2644.nkmz.donetsk.ua,12.06.2020 6:29:42,DHCP,00304f7fdf71,
172.21.8.23,RED-5161.nkmz.donetsk.ua,11.06.2020 10:50:38,DHCP,1c6f65769af8,
172.21.8.24,SN7095.,12.06.2020 7:27:52,DHCP,000bab688432,
172.21.8.25,red-2536.nkmz.donetsk.ua,08.06.2020 8:02:49,DHCP,00e0187595ed,
172.21.8.26,RED-2824.,12.06.2020 8:06:57,DHCP,000c6e06f67a,
172.21.8.27,scoi2-2653.,12.06.2020 7:07:09,DHCP,0030843a3f4e,
172.21.8.28,red-4541.nkmz.donetsk.ua,12.06.2020 6:16:12,DHCP,00155848e11f,
172.21.8.29,scoi2-3526.nkmz.donetsk.ua,12.06.2020 12:33:45,DHCP,0002b3b55ddc,
172.21.8.30,nkmz-5603.nkmz.donetsk.ua,12.06.2020 7:10:43,DHCP,50e549882fba,
172.21.8.31,red-4542.nkmz.donetsk.ua,12.06.2020 7:00:19,DHCP,00155848e11b,
172.21.8.32,RedStend1.nkmz.donetsk.ua,09.06.2020 9:02:45,DHCP,f0921cf5a8b2,
172.21.8.33,RED-3606.,12.06.2020 7:04:08,DHCP,0002b34c9e2f,
172.21.8.34,EBW.nkmz.donetsk.ua,11.06.2020 11:17:32,DHCP,0005b606a929,
172.21.8.35,RED-2656.nkmz.donetsk.ua,12.06.2020 6:28:45,DHCP,0002b3b592fa,
172.21.8.36,ogmetr-6275.nkmz.donetsk.ua,12.06.2020 9:22:48,DHCP,d897ba0894f9,
172.21.8.37,red-6149.nkmz.donetsk.ua,11.06.2020 6:40:15,DHCP,408d5c629f52,
172.21.8.38,SCRIOO-1399.,29.05.2020 15:39:25,DHCP,00301b37eb21,
172.21.8.39,red-1460.nkmz.donetsk.ua,12.06.2020 6:20:10,DHCP,008048b5a5dd,
172.21.8.40,N340213.nkmz.donetsk.ua,12.06.2020 11:56:18,DHCP,208756320602,
172.21.8.41,red-2825.nkmz.donetsk.ua,12.06.2020 6:42:53,DHCP,00e01865f1b3,
172.21.8.42,red-2535.nkmz.donetsk.ua,08.06.2020 6:32:03,DHCP,00e0187595f4,
172.21.8.43,gps-1960.,12.06.2020 6:55:49,DHCP,00c026a47416,
172.21.8.44,red-6148.nkmz.donetsk.ua,11.06.2020 7:48:56,DHCP,408d5c629a39,
172.21.8.45,GPL__30975.,30.05.2020 15:24:22,DHCP,3408042deea8,
172.21.8.46,,26.05.2020 21:46:25,DHCP,4419b66df1fc,
172.21.8.47,red-3744.,12.06.2020 8:12:22,DHCP,000ea6947be6,
172.21.8.49,ogmetr-5644.nkmz.donetsk.ua,11.06.2020 6:50:37,DHCP,f0def1eb1114,
172.21.8.61,RED-3655.nkmz.donetsk.ua,01.06.2020 9:07:42,DHCP,00112f46da29,
172.21.8.62,red-6433.nkmz.donetsk.ua,12.06.2020 6:55:40,DHCP,e0d55e08b807,
172.21.8.63,red-2361.,08.06.2020 8:03:58,DHCP,00e0189955f6,
172.21.8.64,red-4540.nkmz.donetsk.ua,11.06.2020 7:13:13,DHCP,00155848e124,
172.21.8.65,NKMZ-2597.nkmz.donetsk.ua,12.06.2020 11:11:03,DHCP,5cd998f81e5a,
172.21.8.67,N160806.nkmz.donetsk.ua,25.05.2020 11:06:20,DHCP,001b1bf6eb25,
172.21.8.70,red-3207.nkmz.donetsk.ua,08.06.2020 7:06:26,DHCP,00e018270743,
172.21.8.80,videoreg,Reservation (inactive),None,000000,
