Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.26.15.10,OGKPO-5717.nkmz.donetsk.ua,12.06.2020 7:31:38,DHCP,902b3498685d,
172.26.15.11,ogkpo-3373.nkmz.donetsk.ua,08.06.2020 23:01:40,DHCP,0002b3c88ed9,
172.26.15.12,OGKPO-5474.nkmz.donetsk.ua,12.06.2020 7:45:03,DHCP,1c6f65a700c1,
172.26.15.13,ogkpo-6677.nkmz.donetsk.ua,12.06.2020 10:15:01,DHCP,e0d55e7bdf0d,
172.26.15.14,OGKPO-4711.nkmz.donetsk.ua,12.06.2020 7:44:06,DHCP,001bfc380685,
172.26.15.15,OGKPO-5399.nkmz.donetsk.ua,12.06.2020 8:03:36,DHCP,1c6f65ad8172,
172.26.15.16,OGKPO-4718.nkmz.donetsk.ua,12.06.2020 7:41:38,DHCP,001bfc380125,
172.26.15.17,OGKPO-5472.nkmz.donetsk.ua,12.06.2020 9:00:37,DHCP,1c6f65a70072,
172.26.15.18,OGKPO-5398.nkmz.donetsk.ua,08.06.2020 7:44:39,DHCP,1c6f65ad7b78,
172.26.15.19,OGKPO-5400.nkmz.donetsk.ua,12.06.2020 7:46:38,DHCP,1c6f65ad7b18,
172.26.15.20,ogksp-2701.nkmz.donetsk.ua,11.06.2020 7:51:03,DHCP,0002b3b58db9,
172.26.15.21,skbsrv.nkmz.donetsk.ua,09.06.2020 19:12:01,DHCP,0002b3b58dda,
172.26.15.22,ogkpo-4709.nkmz.donetsk.ua,11.06.2020 7:47:14,DHCP,001bfcac0ebb,
172.26.15.23,CanonD9F5B6.nkmz.donetsk.ua,12.06.2020 8:52:34,DHCP,001e8fd9c598,
172.26.15.24,ogkpo-6679.nkmz.donetsk.ua,08.06.2020 7:05:48,DHCP,e0d55e7c4f2c,
172.26.15.25,OGKPO-5471.nkmz.donetsk.ua,12.06.2020 7:57:50,DHCP,1c6f65a7007e,
172.26.15.26,OGKPO-5402.nkmz.donetsk.ua,12.06.2020 7:52:54,DHCP,1c6f65ad819e,
172.26.15.27,ogkpo-6372.nkmz.donetsk.ua,12.06.2020 7:56:13,DHCP,1c1b0db8390d,
172.26.15.28,ogkpo-6678.nkmz.donetsk.ua,11.06.2020 7:34:49,DHCP,e0d55e7c4f39,
172.26.15.29,ogkpo-6466.nkmz.donetsk.ua,12.06.2020 12:00:07,DHCP,e0d55e0c9cf2,
172.26.15.30,OGKPO-5351.nkmz.donetsk.ua,12.06.2020 7:32:54,DHCP,1c6f65ad7b13,
172.26.15.31,otk-5926.nkmz.donetsk.ua,12.06.2020 7:45:30,DHCP,902b3407b6bd,
172.26.15.32,ogkpo-6675.nkmz.donetsk.ua,12.06.2020 7:32:33,DHCP,e0d55e7be2f5,
172.26.15.33,otk-5928.nkmz.donetsk.ua,12.06.2020 12:55:54,DHCP,902b3409c9da,
172.26.15.35,ogkpo-6676.nkmz.donetsk.ua,11.06.2020 7:30:27,DHCP,e0d55e7be0bc,
172.26.15.36,OGKPO-5715.nkmz.donetsk.ua,12.06.2020 7:43:01,DHCP,902b349868ca,
172.26.15.37,NPI39AC64.nkmz.donetsk.ua,12.06.2020 8:42:04,DHCP,0001e639ac64,
172.26.15.38,ogksp-2700.nkmz.donetsk.ua,12.06.2020 7:37:17,DHCP,0002b3b58b11,
172.26.15.39,OGKPO-5378.nkmz.donetsk.ua,12.06.2020 7:55:32,DHCP,1c6f65ad7331,
172.26.15.40,OGKSP-2710.nkmz.donetsk.ua,12.06.2020 7:56:33,DHCP,0002b3b58563,
172.26.15.41,ogkpo-5397.nkmz.donetsk.ua,11.06.2020 7:25:07,DHCP,1c6f65ae52be,
172.26.15.42,ogkpo-6371.nkmz.donetsk.ua,12.06.2020 7:45:51,DHCP,1c1b0db83353,
172.26.15.43,OGKSP-2695.nkmz.donetsk.ua,12.06.2020 7:30:53,DHCP,0002b3b58610,
172.26.15.44,ogkpo-6370.nkmz.donetsk.ua,12.06.2020 7:51:42,DHCP,1c1b0db83686,
172.26.15.45,otk-6100.nkmz.donetsk.ua,12.06.2020 7:53:26,DHCP,408d5c66a301,
172.26.15.46,otk-5927.nkmz.donetsk.ua,12.06.2020 8:02:36,DHCP,902b3407bb14,
172.26.15.47,otk-6101.nkmz.donetsk.ua,08.06.2020 8:06:08,DHCP,408d5c6290fa,
