Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.23.4.10,csh-3965.nkmz.donetsk.ua,12.06.2020 7:09:09,DHCP,00112f9a36ac,
172.23.4.11,csh-5026.nkmz.donetsk.ua,12.06.2020 6:27:51,DHCP,000e0c762f34,
172.23.4.12,csh-4883-a.nkmz.donetsk.ua,12.06.2020 7:06:02,DHCP,0030842770a8,
172.23.4.13,CSH-3463.,12.06.2020 6:53:43,DHCP,000c6e3d5571,
172.23.4.14,csh-4884.nkmz.donetsk.ua,12.06.2020 6:54:33,DHCP,001bfc74c7bf,
172.23.4.15,csh-5039.,12.06.2020 6:36:42,DHCP,00112f928784,
172.23.4.16,csh-5946.nkmz.donetsk.ua,12.06.2020 7:27:05,DHCP,902b3407a802,
172.23.4.17,csh-5032.,12.06.2020 6:47:18,DHCP,001d60d830e6,
172.23.4.18,csh-5949.nkmz.donetsk.ua,12.06.2020 9:44:29,DHCP,902b3407ab61,
172.23.4.19,csh-5028.,11.06.2020 6:56:33,DHCP,001fc6b73caf,
172.23.4.20,CSH31.nkmz.donetsk.ua,23.05.2020 2:10:21,DHCP,18e8298a254d,
172.23.4.21,csh-4617.nkmz.donetsk.ua,Reservation (inactive),None,001731831b1f,Штученко
172.23.4.22,csh-4883-a,Reservation (inactive),None,001bfc835c01,
172.23.4.23,csh-5945.nkmz.donetsk.ua,12.06.2020 6:53:03,DHCP,902b3409c754,
172.23.4.24,csh-2213.nkmz.donetsk.ua,Reservation (active),DHCP,00e01827036a,
172.23.4.25,csh-5950.nkmz.donetsk.ua,12.06.2020 11:55:42,DHCP,902b3407b9a7,
172.23.4.26,csh-4886.nkmz.donetsk.ua,12.06.2020 6:57:20,DHCP,001bfc835c04,
172.23.4.27,CSH-5030.,12.06.2020 7:22:54,DHCP,001d60d82f6c,
172.23.4.28,CSH-4887.,12.06.2020 7:05:46,DHCP,001d92e4d763,
172.23.4.29,CSH-5027.nkmz.donetsk.ua,12.06.2020 6:36:04,DHCP,001d60d82ab6,
172.23.4.30,csh-6063.nkmz.donetsk.ua,29.05.2020 9:21:27,DHCP,94de8017185a,
172.23.4.31,csh-5029.,12.06.2020 7:26:00,DHCP,001d60d82da7,
172.23.4.32,csh-6062.nkmz.donetsk.ua,12.06.2020 6:20:43,DHCP,94de808f345e,
172.23.4.33,csh-5031.,12.06.2020 7:03:15,DHCP,001d60d82ce2,
172.23.4.34,csh-5034.,12.06.2020 7:28:44,DHCP,001d60d82ef3,
172.23.4.35,csh-4885.nkmz.donetsk.ua,12.06.2020 6:43:12,DHCP,001bfc835c4d,
172.23.4.36,csh-5033.nkmz.donetsk.ua,12.06.2020 6:39:45,DHCP,001d60d82eed,
172.23.4.37,csh-5041.nkmz.donetsk.ua,Reservation (active),DHCP,001bfc74c7d8,
172.23.4.38,csh-6279.nkmz.donetsk.ua,07.05.2020 12:03:19,DHCP,1c1b0d77f594,
172.23.4.39,csh-4619.,12.06.2020 6:49:12,DHCP,000e0c76328a,
172.23.4.40,csh-4617.nkmz.donetsk.ua,06.06.2020 11:13:09,DHCP,000ea681f3e4,
172.23.4.41,OTK-2852.,12.06.2020 6:15:40,DHCP,00e0189956da,
172.23.4.42,otk-5923.nkmz.donetsk.ua,12.06.2020 6:37:20,DHCP,902b34085c9d,
172.23.4.43,csh-6767.nkmz.donetsk.ua,12.06.2020 6:21:15,DHCP,e0d55ecde085,
172.23.4.44,otk-5920.nkmz.donetsk.ua,12.06.2020 6:59:19,DHCP,902b34027421,
172.23.4.45,nkmz-6808.nkmz.donetsk.ua,12.06.2020 12:03:14,DHCP,04d9f57ff648,
172.23.4.46,csh-4617.,14.05.2020 13:01:00,DHCP,00112f3daf22,
172.23.4.47,csh-6065.nkmz.donetsk.ua,12.06.2020 6:42:02,DHCP,94de8017237c,
172.23.4.48,csh-6475.nkmz.donetsk.ua,12.06.2020 5:41:37,DHCP,e0d55e0c9f2b,
172.23.4.49,csh-6806.nkmz.donetsk.ua,12.06.2020 7:08:36,DHCP,04d9f507142d,
172.23.4.100,switch,Reservation (inactive),None,112233445566,
