Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.24.101.10,CSEK-6083.nkmz.donetsk.ua,Reservation (active),DHCP,28924a2b0138,
172.24.101.11,nkmz-1132.nkmz.donetsk..ua,22.05.2020 8:19:50,DHCP,00e0189955a1,
172.24.101.12,csek-1074.nkmz.donetsk..ua,12.06.2020 7:17:42,DHCP,5254ab180595,
172.24.101.13,csek.nkmz.donetsk..ua,08.06.2020 6:47:55,DHCP,702084013aca,
172.24.101.14,csek-1002.,11.06.2020 13:32:29,DHCP,0013d4b3885f,
172.24.101.15,csek-2436.nkmz.donetsk.ua,12.06.2020 7:11:52,DHCP,00c026a89f93,
172.24.101.16,csek-1270.nkmz.donetsk.ua,12.06.2020 6:35:06,DHCP,00a0d21d8b93,
172.24.101.17,cs-3195.nkmz.donetsk.ua,12.06.2020 6:47:49,DHCP,50e549dac04f,
172.24.101.18,csek-3713.nkmz.donetsk.ua,12.06.2020 7:05:41,DHCP,000ea6994110,
172.24.101.19,cs-2694.nkmz.donetsk.ua,12.06.2020 6:59:31,DHCP,0002b3b55ef9,
172.24.101.21,nkmz-1442.nkmz.donetsk.ua,12.06.2020 7:09:50,DHCP,008048b5a5eb,
172.24.101.22,csek-6082.nkmz.donetsk.ua,12.06.2020 10:09:02,DHCP,fcaa1413a23b,
172.24.101.23,nkmz-6318.nkmz.donetsk..ua,11.06.2020 12:24:53,DHCP,1c1b0db83ad0,
