Client IP Address,Name,Lease Expiration,Type,Unique ID,Description
172.24.103.10,profcom-555.nkmz.donetsk.ua,08.06.2020 8:03:24,DHCP,281878b99f45,
172.24.103.11,AM-4399.nkmz.donetsk.ua,12.06.2020 7:36:33,DHCP,001731b29f09,
172.24.103.12,OMIR-1684.nkmz.donetsk.ua,12.06.2020 8:47:17,DHCP,008048b50df6,
172.24.103.13,Profkom_.nkmz.donetsk.ua,12.06.2020 8:01:23,DHCP,00016ce2ee82,
172.24.103.14,PC-SRV1C.nkmz.donetsk.ua,05.06.2020 8:18:11,DHCP,000e0c763482,
172.24.103.15,omir-4635.nkmz.donetsk.ua,12.06.2020 8:56:33,DHCP,00173179c368,
172.24.103.17,ok-3915.nkmz.donetsk.ua,12.06.2020 6:41:16,DHCP,00112fadbc58,
172.24.103.18,am-6181.nkmz.donetsk.ua,12.06.2020 8:07:03,DHCP,408d5cabe4da,
172.24.103.19,fino-4209.nkmz.donetsk.ua,12.06.2020 7:54:17,DHCP,0013d45874ad,
172.24.103.20,ok-4578.nkmz.donetsk.ua,12.06.2020 6:39:36,DHCP,00155848e0c8,
172.24.103.21,rkz-4003,Reservation (inactive),None,00112fe73b1b,rkz-4003
172.24.103.22,gra-4051.nkmz.donetsk.ua,12.06.2020 7:43:51,DHCP,008048b7f5b9,
172.24.103.24,am-6182.nkmz.donetsk.ua,30.04.2020 11:45:33,DHCP,408d5cabe63a,
172.24.103.25,omir-3816.nkmz.donetsk.ua,08.06.2020 7:29:18,DHCP,001d601e8258,
172.24.103.26,profcom-1111.nkmz.donetsk.ua,Reservation (active),DHCP,001b220446dc,
172.24.103.27,profkom-2515.nkmz.donetsk.ua,12.06.2020 8:05:27,DHCP,1078d23194a0,
172.24.103.28,omir-4202.nkmz.donetsk.ua,07.06.2020 9:49:58,DHCP,0013d44561c3,
172.24.103.29,PC-SRV1C.nkmz.donetsk.ua,07.06.2020 8:17:49,DHCP,50465d9e3335,
172.24.103.30,kassarkz,Reservation (inactive),None,00000000000000000000000000,
172.24.103.31,am-1274.nkmz.donetsk.ua,12.06.2020 8:05:27,DHCP,003067b97ca6,
172.24.103.32,profcom-gb.nkmz.donetsk.ua,12.06.2020 9:03:03,DHCP,00d86118d87c,
172.24.103.33,nkmz-0044.nkmz.donetsk.ua,28.05.2020 6:37:05,DHCP,002185338550,
172.24.103.34,gensovet-3849.nkmz.donetsk.ua,12.06.2020 9:48:59,DHCP,003084277124,
172.24.103.36,profcom-5105.,07.06.2020 7:50:43,DHCP,00248cc510e9,
172.24.103.37,nkmz-5129.nkmz.donetsk.ua,24.05.2020 13:29:59,DHCP,50e549841b53,
172.24.103.44,profkom-adm.,12.06.2020 7:42:17,DHCP,e0cb4ec3e9ee,
172.24.103.50,Registrator_RKZ,Reservation (inactive),None,001122334455,Видеорегистратор_РКЗ
